"fantasyPointsRank","playerName","teamName","position","byeWeek","games","fantasyPoints","auctionValue","passComp","passAtt","passYds","passTd","passInt","passSacked","rushAtt","rushYds","rushTd","recvTargets","recvReceptions","recvYds","recvTd","fumbles","fumblesLost","twoPt","returnYds","returnTd","fgMade019","fgAtt019","fgMade2029","fgAtt2029","fgMade3039","fgAtt3039","fgMade4049","fgAtt4049","fgMade50plus","fgAtt50plus","patMade","patAtt","dstSacks","dstSafeties","dstInt","dstFumblesForced","dstFumblesRecovered","dstTd","dstReturnYds","dstReturnTd","dstPts0","dstPts16","dstPts713","dstPts1420","dstPts2127","dstPts2834","dstPts35plus","idpTacklesSolo","idpTacklesAssist","idpSacks","idpTacklesForLoss","idpPassDefended","idpInt","idpFumblesForced","idpFumblesRecovered","idpSafeties","idpTd"
"390","Andre Roberts","BUF","wr","6","16","25.6","0","0","0","0","0","0","0","0","0","0","17.8323","10.3136","115.1252","0.6238","0.0432","0.0216","0.0223","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"391","Darren Fells","HST","te","10","16","10.2","0","0","0","0","0","0","0","0","0","0","4.9819","3.8942","38.2201","0.4131","0.0127","0.0064","0.0087","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"392","Torrey Smith","CAR","wr","7","16","25","0","0","0","0","0","0","0","0","0","0","15.3988","9.3779","111.566","0.7358","0.031","0.0155","0.0443","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"393","Seth DeValve","CLV","te","7","16","9.9","0","0","0","0","0","0","0","0","0","0","5.3483","3.8354","44.8147","0.2556","0.0243","0.0122","0.0093","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"394","David Morgan","MIN","te","12","16","9.9","0","0","0","0","0","0","0","0","0","0","5.3719","3.9764","41.1333","0.3029","0.0134","0.0067","0.0088","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"395","Ben Koyack","JAX","te","10","16","9.8","0","0","0","0","0","0","0","0","0","0","5.4247","4.0008","39.8565","0.2997","0.0137","0.0069","0.0159","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"396","Sean Culkin","LAC","te","12","16","9.8","0","0","0","0","0","0","0","0","0","0","5.2018","3.8168","40.0912","0.3338","0.0133","0.0067","0.0064","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"397","Marcedes Lewis","GB","te","11","16","9.7","0","0","0","0","0","0","0","0","0","0","5.1964","3.5554","41.5464","0.3306","0.011","0.0055","0.0159","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"398","Joshua Perkins","PHI","te","10","16","9.7","0","0","0","0","0","0","0","0","0","0","5.3235","3.6608","42.9592","0.2839","0.0125","0.0063","0.007","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"399","Antony Auclair","TB","te","7","16","9.5","0","0","0","0","0","0","0","0","0","0","5.401","3.9704","41.096","0.2273","0.0136","0.0068","0.0088","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"400","Kaden Smith","SF","te","4","16","9.3","0","0","0","0","0","0","0","0","0","0","5.007","3.4854","41.3961","0.2808","0.0122","0.0061","0.0084","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"401","Derek Carrier","OAK","te","6","16","9.1","0","0","0","0","0","0","0","0","0","0","5.3445","3.8511","38.1022","0.2328","0.013","0.0065","0.0093","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"402","Chris Manhertz","CAR","te","7","16","9.1","0","0","0","0","0","0","0","0","0","0","5.1329","3.5711","38.923","0.2742","0.0123","0.0061","0.0091","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"403","Scott Simonson","NYG","te","11","16","8.9","0","0","0","0","0","0","0","0","0","0","5.2756","3.7044","36.8648","0.2499","0.0126","0.0063","0.0052","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"404","Josh Bellamy","NYJ","wr","4","16","23.8","0","0","0","0","0","0","0","0","0","0","14.888","9.0767","110.1855","0.607","0.0344","0.0172","0.0416","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"405","Eric Tomlinson","NYJ","te","4","16","8.6","0","0","0","0","0","0","0","0","0","0","4.9627","3.5735","36.7318","0.2172","0.0119","0.006","0.0082","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"406","Jeremy Sprinkle","WAS","te","10","16","8.2","0","0","0","0","0","0","0","0","0","0","4.891","3.3516","35.6853","0.2137","0.0115","0.0057","0.0084","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"407","Lee Smith","BUF","te","6","16","8.1","0","0","0","0","0","0","0","0","0","0","4.4581","3.3942","32.4318","0.2479","0.0114","0.0057","0.0072","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"408","Cody Core","CIN","wr","9","16","22.9","0","0","0","0","0","0","0","0","0","0","15.3581","8.6838","106.0581","0.5809","0.0356","0.0178","0.0892","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"409","Durham Smythe","MIA","te","5","16","7.6","0","0","0","0","0","0","0","0","0","0","4.7153","3.1306","36.3353","0.1431","0.0108","0.0054","0.0055","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"410","Jacob Hollister","SEA","te","11","16","7.5","0","0","0","0","0","0","0","0","0","0","4.1781","2.8964","33.0972","0.2181","0.0099","0.0049","0.0069","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"411","Keith Kirkwood","NO","wr","9","16","22.4","0","0","0","0","0","0","0","0","0","0","11.0609","7.5305","99.6528","0.8111","0.031","0.0155","0.0141","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"412","Jordan Taylor","MIN","wr","12","16","21.6","0","0","0","0","0","0","0","0","0","0","10.7439","7.7027","100.4051","0.6414","0.0323","0.0162","0.0174","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"413","Stephen Anderson","NE","te","10","4","5.4","0","0","0","0","0","0","0","0","0","0","2.7669","1.8315","26.4639","0.1534","0.0058","0.0029","0.0053","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"414","Russell Gage","ATL","wr","9","16","20.3","0","0","0","0","0","0","0","0","0","0","11.2503","7.4519","94.3905","0.5666","0.0316","0.0158","0.0214","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"415","Chad Williams","ARZ","wr","12","16","20.2","0","0","0","0","0","0","0","0","0","0","14.647","8.2797","93.6873","0.4277","0.0328","0.0164","0.0118","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"416","Dylan Cantrell","LAC","wr","12","16","18.8","0","0","0","0","0","0","0","0","0","0","10.4037","7.0753","80.9156","0.6022","0.0306","0.0153","0.012","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"417","Vyncint Smith","HST","wr","10","16","18.4","0","0","0","0","0","0","0","0","0","0","9.9637","6.1105","87.5529","0.5844","0.0259","0.0129","0.0145","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"418","DeAndre Carter","HST","wr","10","16","17.7","0","0","0","0","0","0","0","0","0","0","9.9637","7.6212","80.7257","0.3906","0.7562","0.3781","0.0175","754.1918","0.3701","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"419","Richie James Jr.","SF","wr","4","16","17.6","0","0","0","0","0","0","0","0","0","0","10.014","6.6382","78.7545","0.5274","0.3196","0.1598","0.016","340.4491","0.2169","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"420","Travis Fulgham","DET","wr","5","16","17.5","0","0","0","0","0","0","0","0","0","0","10.3688","6.3552","81.57","0.4907","0.0275","0.0137","0.0227","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"421","Noah Brown","DAL","wr","8","16","16.5","0","0","0","0","0","0","0","0","0","0","9.8679","6.3643","77.3358","0.3968","0.0263","0.0131","0.0126","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"422","Darius Slayton","NYG","wr","11","16","16.2","0","0","0","0","0","0","0","0","0","0","10.5511","6.0149","76.2454","0.4304","0.026","0.013","0.0088","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"423","Seth Roberts","BLT","wr","8","16","16","0","0","0","0","0","0","0","0","0","0","9.6332","6.3209","71.8694","0.4114","0.0408","0.0204","0.0107","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"424","Deontay Burnett","NYJ","wr","4","16","15.6","0","0","0","0","0","0","0","0","0","0","9.9253","6.1323","69.3369","0.4142","0.026","0.013","0.0147","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"425","Riley Ridley","CHI","wr","6","16","15.5","0","0","0","0","0","0","0","0","0","0","10.0079","5.9291","72.0146","0.3917","0.0256","0.0128","0.0108","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"426","Tajae Sharpe","TEN","wr","11","16","14.8","0","0","0","0","0","0","0","0","0","0","9.0097","5.344","68.8665","0.4178","0.0211","0.0106","0.0196","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"427","Isaiah McKenzie","BUF","wr","6","16","12.5","0","0","0","0","0","0","0","8.0166","50.3661","0.22","4.4581","2.7276","28.3339","0.1273","0.3933","0.1966","0.0056","281.9337","0.1591","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"428","Ryan Switzer","PIT","wr","7","16","12.2","0","0","0","0","0","0","0","3.6052","21.321","0.1113","5.9926","4.5098","39.2453","0.2297","0.8627","0.4313","0.007","994.0538","0.5731","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"429","Maurice Harris","NE","wr","10","6","10.9","0","0","0","0","0","0","0","0","0","0","6.2061","4.3472","46.6199","0.3078","0.0174","0.0087","0.0129","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"430","Mack Hollins","PHI","wr","10","16","10.6","0","0","0","0","0","0","0","0","0","0","5.3235","3.6336","50.9034","0.3158","0.0149","0.0075","0.0069","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"431","Austin Carr","NO","wr","9","16","10.5","0","0","0","0","0","0","0","0","0","0","5.5304","3.8016","45.4908","0.3556","0.016","0.008","0.0073","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"432","Byron Pringle","KC","wr","12","16","10.3","0","0","0","0","0","0","0","0","0","0","5.4594","3.4954","46.4314","0.3616","0.0151","0.0076","0.0104","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"433","KhaDarel Hodge","LA","wr","9","16","10.1","0","0","0","0","0","0","0","0","0","0","5.3535","3.5622","44.4463","0.3475","0.0153","0.0077","0.0129","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"434","Braxton Berrios","NE","wr","10","16","10.1","0","0","0","0","0","0","0","0","0","0","5.5512","3.7551","44.2715","0.3161","0.0162","0.0081","0.0131","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"435","Zach Pascal","IND","wr","6","16","10","0","0","0","0","0","0","0","0","0","0","5.7397","3.9033","46.6366","0.2861","0.5046","0.2523","0.0074","700.2731","0.2591","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"436","Allen Hurns","DAL","wr","8","16","9.7","0","0","0","0","0","0","0","0","0","0","4.9339","3.3293","45.7081","0.2975","0.0221","0.0111","0.0056","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"437","Shelton Gibson","PHI","wr","10","16","9.6","0","0","0","0","0","0","0","0","0","0","5.3235","3.3344","46.3986","0.2831","0.1039","0.052","0.0065","132.6626","0.0435","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"438","Bennie Fowler","NYG","wr","11","16","9.2","0","0","0","0","0","0","0","0","0","0","5.2756","3.2523","42.5508","0.2817","0.0235","0.0117","0.0041","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"439","Derrick Willies","CLV","wr","7","16","9.2","0","0","0","0","0","0","0","0","0","0","5.3483","3.4541","42.452","0.244","0.0263","0.0131","0.0094","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"440","Artavis Scott","LAC","wr","12","16","9.1","0","0","0","0","0","0","0","0","0","0","5.2018","3.7289","36.7806","0.2789","0.0161","0.0081","0.0063","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"441","Damion Ratley","CLV","wr","7","16","9.1","0","0","0","0","0","0","0","0","0","0","5.3483","3.4409","42.7116","0.2281","0.0145","0.0072","0.0092","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"442","Marcell Ateman","OAK","wr","6","16","9","0","0","0","0","0","0","0","0","0","0","5.3445","3.2653","41.7777","0.2524","0.0133","0.0066","0.0078","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"443","Andy Jones","DET","wr","5","16","8.9","0","0","0","0","0","0","0","0","0","0","5.1844","3.4128","37.3337","0.2838","0.0141","0.007","0.0116","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"444","J'Mon Moore","GB","wr","11","16","8.9","0","0","0","0","0","0","0","0","0","0","5.1964","3.3998","40.7118","0.2431","0.1579","0.0789","0.0081","204.4815","0.0564","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"445","Auden Tate","CIN","wr","9","16","8.6","0","0","0","0","0","0","0","0","0","0","5.1194","3.1185","40.1943","0.2426","0.0132","0.0066","0.0105","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"446","Javon Wims","CHI","wr","6","16","8","0","0","0","0","0","0","0","0","0","0","5.0039","2.9615","37.6493","0.2169","0.0127","0.0063","0.0053","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"447","Trent Sherfield","ARZ","wr","12","16","7.9","0","0","0","0","0","0","0","0","0","0","4.8823","3.0794","37.8293","0.1663","0.0127","0.0064","0.0046","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"448","Jehu Chesson","WAS","wr","10","16","7.8","0","0","0","0","0","0","0","0","0","0","4.891","2.9668","36.9463","0.1856","0.0127","0.0063","0.0076","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"449","Jaleel Scott","BLT","wr","8","16","7.8","0","0","0","0","0","0","0","0","0","0","4.8166","2.88","36.3559","0.2062","0.0124","0.0062","0.0062","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"450","Jordan Lasley","BLT","wr","8","16","7.8","0","0","0","0","0","0","0","0","0","0","4.8166","2.9153","36.2933","0.2096","0.1019","0.051","0.0063","103.5373","0.0538","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"451","Cam Sims","WAS","wr","10","16","7.5","0","0","0","0","0","0","0","0","0","0","4.891","3.0688","33.4446","0.186","0.0133","0.0066","0.008","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"452","Amara Darboh","SEA","wr","11","16","7.2","0","0","0","0","0","0","0","0","0","0","4.1781","2.7488","30.9549","0.2206","0.0115","0.0058","0.0066","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"453","River Cracraft","DEN","wr","10","16","3.1","0","0","0","0","0","0","0","0","0","0","1.9636","1.2565","14.6534","0.0837","0.2927","0.1463","0.0033","159.2444","0.204","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"454","Rashad Ross","CAR","wr","7","16","-0.1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1098","0.0549","0","70.7975","0.0818","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"455","Darius Jennings","TEN","wr","11","16","-0.2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.486","0.243","0","893.8333","0.3313","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"456","Brandon Zylstra","MIN","wr","12","16","-0.2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.3813","0.1907","0","242.6212","0.3076","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"457","Dwayne Harris","OAK","wr","6","16","-0.4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.7402","0.3701","0","1137.2281","0.6264","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"458","JoJo Natson","LA","wr","9","16","-0.4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.8807","0.4403","0","869.2968","0.6054","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"459","Joe Flacco","DEN","qb","10","16","135.8","0","201.1807","319.3735","2225.7302","11.8222","6.0336","23.6102","15.174","33.4673","0.4723","0","0","0","0","2.9691","1.4845","0.424","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"460","Drew Lock","DEN","qb","10","16","105.3","0","150.0119","241.2651","1659.102","8.6931","7.4239","21.0239","18.7142","65.6556","0.8446","0","0","0","0","1.4757","0.7379","0.3311","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"461","Case Keenum","WAS","qb","10","16","74.2","0","106.6753","174.4136","1207.953","6.2511","3.77","11.2247","6.2464","38.0223","0.2025","0","0","0","0","1.585","0.7925","0.1924","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"462","Daniel Jones","NYG","qb","11","16","61.6","0","90.3845","139.8648","909.4138","5.4817","4.2968","13.4347","11.0294","61.457","0.2549","0","0","0","0","0.7962","0.3981","0.1551","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"463","Ryan Tannehill","TEN","qb","11","16","21","0","28.018","44.9753","293.3929","1.7954","1.0721","4.478","5.8975","22.6108","0.1695","0","0","0","0","0.4946","0.2473","0.0862","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"464","Ryan Fitzpatrick","MIA","qb","5","16","20","0","24.9314","42.7133","266.1663","1.5247","1.3651","2.5864","10.099","21.7606","0.4341","0","0","0","0","0.5111","0.2555","0.0489","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"465","Taysom Hill","NO","qb","9","16","19.6","0","4.2162","4.6823","47.5489","0.304","0.303","0.4078","21.8757","100.7666","1.2151","0","0","0","0","1.2304","0.6152","0.0298","713.2856","0.2122","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"466","Nate Sudfeld","PHI","qb","10","16","14.8","0","18.6945","28.9956","216.4919","1.4259","0.7588","1.8933","1.286","9.9864","0.0358","0","0","0","0","0.1296","0.0648","0.0408","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"467","Jacoby Brissett","IND","qb","6","16","13","0","16.2815","23.0772","179.7294","1.2208","0.4044","2.2037","1.6616","9.7863","0.0681","0","0","0","0","0.1624","0.0812","0.0234","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"468","Will Grier","CAR","qb","7","16","13","0","18.0454","27.7784","198.465","1.1949","0.8484","2.4324","1.3795","11.2262","0.002","0","0","0","0","0.1314","0.0657","0.0338","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"469","A.J. McCarron","HST","qb","10","16","11.4","0","13.752","23.0659","164.5367","1.0841","0.4828","2.1306","0.7071","7.709","0.0304","0","0","0","0","0.1077","0.0539","0.0224","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"470","Robert Griffin III","BLT","qb","8","16","10.5","0","13.0922","20.8715","139.4486","0.6727","0.4245","2.0213","5.604","15.8623","0.1817","0","0","0","0","0.2513","0.1257","0.031","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"471","Joshua Dobbs","PIT","qb","7","16","10.2","0","12.5142","18.1703","134.4341","0.8856","0.5351","1.0911","1.2207","10.8391","0.1139","0","0","0","0","0.084","0.042","0.0284","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"472","Nick Mullens","SF","qb","4","16","10","0","13.8944","22.477","154.8621","0.9874","0.654","1.6772","0.3301","3.9506","0.0266","0","0","0","0","0.1268","0.0634","0.0311","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
